Customer_ID,Age,Gender,Tenure_Months,Monthly_Spend,Total_Spend,Num_Orders,Avg_Order_Value,Support_Calls,Last_Purchase_Days,Discount_Usage,Churn
Customer_0032,44,Female,25,672.98,16824.5,56,300.44,1,90,1,0
Customer_0033,59,Female,53,139.33,7384.49,31,238.21,0,51,3,0
Customer_0034,45,Male,42,488.67,20524.14,54,380.08,2,176,3,1
Customer_0035,33,Female,36,515.99,18575.64,73,254.46,3,102,3,1
Customer_0036,32,Female,27,247.9,6693.3,38,176.14,1,106,2,0
Customer_0037,64,Male,38,98.37,3738.06,39,95.85,1,60,1,0
Customer_0038,68,Female,60,781.19,46871.4,56,836.99,1,46,3,0
Customer_0039,61,Male,7,139.59,977.13,5,195.43,3,36,5,1
Customer_0040,69,Female,5,602.4,3012.0,11,273.82,2,166,0,1
Customer_0041,20,Male,43,937.72,40321.96,71,567.91,2,11,8,0
Customer_0042,54,Male,45,878.58,39536.1,29,1363.31,0,12,4,0
Customer_0043,68,Female,58,292.2,16947.6,73,232.16,1,170,1,0
Customer_0044,24,Female,57,854.42,48701.94,70,695.74,1,39,6,0
Customer_0045,38,Female,51,20.33,1036.83,44,23.56,5,139,0,1
Customer_0046,26,Female,31,37.33,1157.23,43,26.91,4,36,7,0
Customer_0047,56,Female,23,610.5,14041.5,27,520.06,2,52,1,1
Customer_0048,35,Male,42,377.5,15855.0,50,317.1,2,31,3,0
Customer_0049,21,Female,10,398.73,3987.3,20,199.36,0,33,1,0
Customer_0050,42,Male,32,573.15,18340.8,30,611.36,0,141,1,1
Customer_0051,31,Male,43,207.95,8941.85,77,116.13,1,146,2,1
Customer_0052,67,Female,53,227.52,12058.56,87,138.6,2,169,8,0
Customer_0053,26,Male,30,494.91,14847.3,49,303.01,3,58,2,0
Customer_0054,43,Male,39,759.17,29607.63,71,417.01,2,152,6,1
Customer_0055,19,Male,31,627.11,19440.41,49,396.74,0,128,3,1
Customer_0056,37,Male,18,311.41,5605.38,41,136.72,1,31,3,0
Customer_0057,45,Female,36,441.73,15902.28,67,237.35,4,55,5,0
Customer_0058,64,Male,2,187.25,374.5,3,124.83,1,10,8,0
Customer_0059,24,Female,14,93.14,1303.96,30,43.47,3,130,3,0
Customer_0060,61,Female,13,787.04,10231.52,22,465.07,0,15,2,0
Customer_0061,25,Male,29,280.08,8122.32,31,262.01,1,3,2,0
Customer_0062,64,Female,12,194.21,2330.52,11,211.87,3,43,3,0
Customer_0063,52,Female,39,697.79,27213.81,31,877.86,2,159,6,1
Customer_0064,31,Female,2,625.69,1251.38,5,250.28,3,67,3,0
Customer_0065,34,Male,32,640.53,20496.96,61,336.02,1,56,4,0
Customer_0066,53,Female,13,244.32,3176.16,31,102.46,1,63,4,0
Customer_0067,67,Female,46,247.99,11407.54,79,144.4,2,15,3,0
Customer_0068,57,Female,27,236.39,6382.53,39,163.65,2,109,4,0
Customer_0069,21,Male,49,190.28,9323.72,30,310.79,2,116,5,0
Customer_0070,19,Female,41,662.61,27167.01,76,357.46,4,92,6,0
Customer_0071,23,Male,17,851.06,14468.02,28,516.72,1,138,3,0
Customer_0072,59,Male,40,729.83,29193.2,99,294.88,2,166,4,1
Customer_0073,21,Male,31,796.25,24683.75,30,822.79,2,47,6,0
Customer_0074,46,Male,34,416.7,14167.8,53,267.32,2,57,2,0
Customer_0075,35,Male,60,660.99,39659.4,108,367.22,2,50,8,0
Customer_0076,43,Male,24,367.15,8811.6,43,204.92,2,71,3,0
Customer_0077,61,Female,45,534.99,24074.55,73,329.79,2,143,1,0
Customer_0078,51,Male,35,492.0,17220.0,72,239.17,1,146,4,0
Customer_0079,27,Female,48,193.35,9280.8,44,210.93,1,82,4,0
Customer_0080,53,Female,6,399.34,2396.04,12,199.67,3,116,1,1
Customer_0081,31,Male,19,964.55,18326.45,33,555.35,1,105,1,0
Customer_0082,48,Female,30,263.61,7908.3,69,114.61,2,88,5,0
Customer_0083,65,Female,7,151.13,1057.91,15,70.53,3,2,4,0
Customer_0084,32,Female,10,430.21,4302.1,11,391.1,3,104,3,0
Customer_0085,25,Female,41,794.53,32575.73,43,757.58,5,84,2,0
Customer_0086,31,Male,32,590.51,18896.32,79,239.19,1,43,1,0
Customer_0087,40,Female,34,687.36,23370.24,53,440.95,3,154,5,1
Customer_0088,57,Male,28,205.9,5765.2,65,88.7,2,71,5,0
Customer_0089,38,Female,60,626.57,37594.2,50,751.88,3,166,2,1
Customer_0090,33,Female,15,337.03,5055.45,27,187.24,1,94,4,0
Customer_0091,62,Male,30,837.62,25128.6,64,392.63,1,42,6,0
Customer_0092,35,Female,37,636.71,23558.27,89,264.7,4,133,2,1
Customer_0093,64,Female,29,214.88,6231.52,34,183.28,0,139,4,0
Customer_0094,41,Female,22,83.32,1833.04,43,42.63,4,65,3,1
Customer_0095,43,Male,4,61.78,247.12,6,41.19,2,34,4,0
Customer_0096,42,Female,20,383.98,7679.6,12,639.97,1,120,5,0
Customer_0097,62,Male,32,280.53,8976.96,60,149.62,0,1,0,0
Customer_0098,58,Female,36,653.17,23514.12,68,345.8,3,130,4,0
Customer_0099,46,Male,50,509.35,25467.5,118,215.83,1,148,1,0
Customer_0100,32,Male,4,280.7,1122.8,6,187.13,1,61,1,1
Customer_0101,62,Female,27,166.25,4488.75,26,172.64,2,149,3,1
Customer_0102,18,Female,17,144.66,2459.22,10,245.92,0,88,2,0
Customer_0103,42,Male,12,867.37,10408.44,16,650.53,5,68,1,1
Customer_0104,24,Male,22,258.61,5689.42,24,237.06,3,127,2,1
Customer_0105,26,Female,17,658.68,11197.56,34,329.34,0,140,2,0
Customer_0106,41,Male,10,814.47,8144.7,12,678.72,3,22,4,0
Customer_0107,18,Female,54,621.8,33577.2,129,260.29,1,148,5,0
Customer_0108,61,Female,1,862.37,862.37,2,431.18,0,82,3,1
Customer_0109,25,Female,22,404.55,8900.1,38,234.21,1,129,3,0
Customer_0110,41,Female,26,957.1,24884.6,61,407.94,1,30,1,0
Customer_0111,28,Male,56,150.48,8426.88,113,74.57,1,126,0,0
Customer_0112,68,Female,59,120.11,7086.49,94,75.39,0,97,3,0
Customer_0113,34,Male,18,665.52,11979.36,15,798.62,1,24,7,0
Customer_0114,25,Female,50,943.97,47198.5,71,664.77,2,14,1,0
Customer_0115,52,Male,14,812.71,11377.94,23,494.69,4,36,8,1
Customer_0116,52,Female,47,94.89,4459.83,105,42.47,3,24,4,0
Customer_0117,50,Male,29,293.78,8519.62,42,202.85,1,95,5,0
Customer_0118,22,Male,12,931.71,11180.52,28,399.3,3,55,3,1
Customer_0119,59,Female,36,268.0,9648.0,67,144.0,1,24,4,0
Customer_0120,56,Female,59,785.55,46347.45,46,1007.55,2,152,4,0
Customer_0121,58,Female,35,828.63,29002.05,87,333.36,2,26,3,0
Customer_0122,45,Female,52,505.54,26288.08,81,324.54,2,80,4,0
Customer_0123,24,Male,12,398.62,4783.44,15,318.9,1,166,4,1
Customer_0124,26,Female,7,461.12,3227.84,13,248.3,0,65,4,0
Customer_0125,25,Male,29,242.43,7030.47,21,334.78,3,75,3,1
Customer_0126,29,Male,11,891.6,9807.6,20,490.38,1,179,7,1
Customer_0127,51,Female,33,461.61,15233.13,49,310.88,0,163,3,0
Customer_0128,50,Male,6,884.81,5308.86,8,663.61,2,43,1,1
Customer_0129,65,Male,47,123.58,5808.26,113,51.4,0,29,5,0
Customer_0130,40,Male,15,988.51,14827.65,23,644.68,1,165,3,1
Customer_0131,41,Male,32,454.41,14541.12,30,484.7,2,81,4,0
Customer_0132,54,Female,51,66.87,3410.37,72,47.37,1,54,3,0
Customer_0133,52,Female,11,57.26,629.86,26,24.23,5,39,3,1
Customer_0134,61,Female,58,751.28,43574.24,49,889.27,3,42,4,0
Customer_0135,57,Female,23,665.85,15314.55,21,729.26,1,156,0,1
Customer_0136,39,Male,26,806.09,20958.34,14,1497.02,1,29,3,0
Customer_0137,44,Male,34,123.26,4190.84,18,232.82,0,171,5,1
Customer_0138,52,Female,46,54.86,2523.56,99,25.49,0,131,3,0
Customer_0139,18,Female,34,518.41,17625.94,67,263.07,2,138,2,1
Customer_0140,52,Female,29,399.84,11595.36,35,331.3,2,142,2,1
Customer_0141,54,Male,4,472.71,1890.84,8,236.36,4,175,4,1
Customer_0142,64,Female,17,991.76,16859.92,22,766.36,0,42,5,0
Customer_0143,31,Female,35,971.33,33996.55,84,404.72,1,94,6,0
Customer_0144,20,Female,13,943.47,12265.11,32,383.28,1,160,4,1
Customer_0145,18,Male,41,788.17,32314.97,53,609.72,1,32,3,0
Customer_0146,22,Male,39,367.74,14341.86,86,166.77,2,170,7,0
Customer_0147,43,Male,15,423.89,6358.35,31,205.11,0,160,2,1
Customer_0148,31,Male,55,558.62,30724.1,62,495.55,1,26,2,0
Customer_0149,56,Male,29,833.92,24183.68,28,863.7,0,115,3,0
Customer_0150,44,Male,29,87.34,2532.86,41,61.78,3,129,2,0
Customer_0151,26,Male,11,435.81,4793.91,23,208.43,2,56,3,0
Customer_0152,32,Male,52,100.97,5250.44,126,41.67,1,122,2,0
Customer_0153,32,Female,32,524.36,16779.52,65,258.15,1,106,2,0
Customer_0154,43,Female,2,900.92,1801.84,4,450.46,2,130,3,1
Customer_0155,59,Male,47,786.84,36981.48,80,462.27,1,81,6,0
Customer_0156,30,Male,14,243.29,3406.06,30,113.54,0,158,2,1
Customer_0157,68,Female,20,976.47,19529.4,41,476.33,5,120,7,1
Customer_0158,49,Male,22,674.0,14828.0,28,529.57,4,52,3,0
Customer_0159,56,Male,11,30.22,332.42,18,18.47,2,91,4,1
Customer_0160,66,Male,27,270.31,7298.37,57,128.04,0,137,1,0
Customer_0161,69,Female,3,275.5,826.5,2,413.25,3,22,0,0
Customer_0162,49,Female,17,87.87,1493.79,36,41.49,2,34,3,0
Customer_0163,21,Female,44,960.63,42267.72,38,1112.31,6,110,4,1
Customer_0164,47,Female,56,488.69,27366.64,86,318.22,3,49,2,0
Customer_0165,54,Female,28,897.9,25141.2,59,426.12,1,129,3,0
Customer_0166,40,Male,29,335.77,9737.33,29,335.77,2,73,6,0
Customer_0167,56,Female,21,142.73,2997.33,21,142.73,1,84,3,0
Customer_0168,62,Male,47,484.85,22787.95,61,373.57,3,53,2,0
Customer_0169,32,Male,16,131.68,2106.88,37,56.94,0,100,1,0
Customer_0170,60,Female,37,496.3,18363.1,19,966.48,4,124,3,1
Customer_0171,46,Female,59,921.89,54391.51,136,399.94,3,168,4,0
Customer_0172,53,Male,20,530.35,10607.0,16,662.94,1,45,3,1
Customer_0173,30,Male,6,624.17,3745.02,15,249.67,2,137,2,1
Customer_0174,49,Male,19,173.51,3296.69,46,71.67,0,105,3,0
Customer_0175,24,Female,57,62.86,3583.02,85,42.15,6,150,0,1
Customer_0176,68,Female,5,128.59,642.95,8,80.37,3,146,2,1
Customer_0177,39,Female,3,606.56,1819.68,4,454.92,1,106,6,1
Customer_0178,45,Female,59,113.11,6673.49,104,64.17,0,43,2,0
Customer_0179,19,Female,1,388.47,388.47,1,388.47,3,167,3,1
Customer_0180,59,Male,58,559.09,32427.22,33,982.64,0,134,5,0
Customer_0181,62,Female,60,400.88,24052.8,37,650.08,2,48,3,0
Customer_0182,23,Male,38,180.41,6855.58,53,129.35,2,126,3,0
Customer_0183,45,Male,15,288.32,4324.8,16,270.3,3,7,2,0
Customer_0184,45,Male,34,929.75,31611.5,59,535.79,2,16,3,1
Customer_0185,61,Female,35,682.46,23886.1,87,274.55,2,129,0,1
Customer_0186,61,Female,49,506.13,24800.37,62,400.01,2,115,2,0
Customer_0187,37,Female,25,32.46,811.5,41,19.79,3,37,1,0
Customer_0188,47,Male,24,992.57,23821.68,32,744.43,2,165,1,1
Customer_0189,28,Male,12,678.03,8136.36,26,312.94,1,125,3,1
Customer_0190,45,Male,18,330.58,5950.44,41,145.13,2,81,7,0
Customer_0191,42,Male,15,881.68,13225.2,34,388.98,3,62,3,0
Customer_0192,56,Male,44,273.26,12023.44,108,111.33,2,72,2,0
Customer_0193,50,Male,16,553.14,8850.24,9,983.36,0,125,2,1
Customer_0194,18,Female,27,643.35,17370.45,59,294.41,3,161,3,1
Customer_0195,44,Female,8,236.64,1893.12,16,118.32,3,66,6,0
Customer_0196,69,Female,60,978.83,58729.8,57,1030.35,2,30,3,0
Customer_0197,30,Female,46,753.23,34648.58,111,312.15,1,20,2,0
Customer_0198,58,Male,25,566.66,14166.5,20,708.32,6,82,3,1
Customer_0199,20,Male,17,196.98,3348.66,32,104.65,6,107,6,0
Customer_0200,56,Female,29,72.78,2110.62,28,75.38,3,152,1,1
Customer_0201,23,Male,53,333.66,17683.98,72,245.61,3,132,2,0
Customer_0202,25,Female,8,758.12,6064.96,16,379.06,2,37,5,0
Customer_0203,44,Female,15,283.94,4259.1,24,177.46,0,132,4,1
Customer_0204,26,Female,27,548.77,14816.79,37,400.45,1,77,2,0
Customer_0205,54,Male,46,733.39,33735.94,53,636.53,1,89,2,0
Customer_0206,50,Female,50,125.78,6289.0,109,57.7,0,146,3,0
Customer_0207,68,Female,52,691.59,35962.68,41,877.14,4,88,3,1
Customer_0208,59,Female,7,110.03,770.21,10,77.02,3,176,3,0
Customer_0209,61,Male,3,965.83,2897.49,7,413.93,3,33,6,0
Customer_0210,41,Male,29,498.63,14460.27,64,225.94,1,58,0,0
Customer_0211,32,Female,44,167.66,7377.04,57,129.42,2,28,4,0
Customer_0212,49,Male,53,355.54,18843.62,107,176.11,2,35,1,0
Customer_0213,49,Male,24,425.15,10203.6,52,196.22,1,125,4,0
Customer_0214,41,Male,60,763.02,45781.2,137,334.17,2,138,1,1
Customer_0215,58,Male,58,748.56,43416.48,92,471.92,0,65,1,0
Customer_0216,69,Male,3,619.7,1859.1,3,619.7,1,42,3,0
Customer_0217,66,Male,20,123.81,2476.2,20,123.81,0,85,2,0
Customer_0218,66,Male,46,168.54,7752.84,50,155.06,1,137,0,0
Customer_0219,69,Male,15,111.88,1678.2,25,67.13,3,111,2,0
Customer_0220,29,Male,25,585.63,14640.75,14,1045.77,2,15,3,0
Customer_0221,56,Male,30,879.6,26388.0,53,497.89,3,69,3,0
Customer_0222,19,Female,14,445.12,6231.68,17,366.57,2,105,2,1
Customer_0223,20,Female,7,177.63,1243.41,8,155.43,1,150,10,1
Customer_0224,66,Male,17,566.88,9636.96,38,253.6,3,64,4,1
Customer_0225,54,Female,44,815.52,35882.88,62,578.76,1,41,2,0
Customer_0226,66,Female,20,746.88,14937.6,14,1066.97,2,71,2,1
Customer_0227,34,Male,36,883.82,31817.52,78,407.92,3,56,3,0
Customer_0228,66,Male,9,292.34,2631.06,5,526.21,2,151,3,1
Customer_0229,19,Male,38,210.07,7982.66,74,107.87,1,25,3,0
Customer_0230,19,Female,48,882.22,42346.56,98,432.11,4,105,0,1
Customer_0231,45,Female,57,664.41,37871.37,69,548.86,1,134,0,0
Customer_0232,40,Male,60,324.71,19482.6,129,151.03,2,119,4,0
Customer_0233,54,Male,22,747.5,16445.0,34,483.68,0,162,2,1
Customer_0234,49,Male,54,818.82,44216.28,77,574.24,0,9,4,0
Customer_0235,50,Female,53,622.68,33002.04,31,1064.58,1,60,2,0
Customer_0236,18,Female,53,694.13,36788.89,57,645.42,3,125,1,1
Customer_0237,36,Female,2,387.75,775.5,5,155.1,1,49,2,0
Customer_0238,19,Female,24,547.92,13150.08,31,424.2,1,51,2,0
Customer_0239,61,Male,8,533.68,4269.44,13,328.42,0,70,4,0
Customer_0240,43,Male,11,851.09,9361.99,17,550.71,2,37,2,0
Customer_0241,49,Male,13,843.16,10961.08,22,498.23,1,31,3,0
Customer_0242,23,Male,17,836.03,14212.51,11,1292.05,2,169,0,1
Customer_0243,49,Female,8,30.81,246.48,10,24.65,1,62,2,0
Customer_0244,21,Female,21,754.55,15845.55,41,386.48,1,93,1,0
Customer_0245,28,Male,18,763.5,13743.0,16,858.94,4,14,5,0
Customer_0246,34,Male,30,684.81,20544.3,27,760.9,2,164,4,1
Customer_0247,55,Female,18,761.14,13700.52,9,1522.28,0,164,6,1
Customer_0248,41,Male,46,845.13,38875.98,63,617.08,1,79,3,0
Customer_0249,22,Female,47,480.91,22602.77,106,213.23,2,8,11,0
Customer_0250,69,Male,31,512.01,15872.31,19,835.38,4,154,1,1
Customer_0251,51,Male,38,142.22,5404.36,34,158.95,1,36,1,0
Customer_0252,23,Male,32,397.67,12725.44,36,353.48,0,48,2,0
Customer_0253,39,Male,11,650.5,7155.5,22,325.25,3,85,4,1
Customer_0254,28,Male,45,784.79,35315.55,80,441.44,1,28,2,0
Customer_0255,65,Male,25,232.86,5821.5,33,176.41,5,51,2,1
Customer_0256,33,Male,33,155.07,5117.31,67,76.38,2,104,2,1
Customer_0257,50,Female,60,669.78,40186.8,103,390.16,6,170,3,1
Customer_0258,26,Female,38,21.84,829.92,87,9.54,0,101,1,0
Customer_0259,23,Female,41,194.81,7987.21,88,90.76,2,29,0,0
Customer_0260,33,Female,8,48.49,387.92,8,48.49,1,127,1,1
Customer_0261,46,Female,11,183.55,2019.05,11,183.55,2,82,3,0
Customer_0262,20,Male,22,197.69,4349.18,17,255.83,0,10,7,0
Customer_0263,37,Male,51,399.92,20395.92,60,339.93,2,106,4,0
Customer_0264,53,Female,24,414.28,9942.72,60,165.71,2,167,6,1
Customer_0265,36,Male,41,876.78,35947.98,54,665.7,1,1,5,0
Customer_0266,43,Female,17,519.91,8838.47,16,552.4,3,39,2,0
Customer_0267,20,Female,12,728.94,8747.28,24,364.47,1,21,3,0
Customer_0268,36,Male,57,122.05,6956.85,90,77.3,0,65,5,0
Customer_0269,37,Male,46,240.93,11082.78,37,299.53,1,15,5,0
Customer_0270,49,Male,32,708.88,22684.16,40,567.1,1,132,3,0
Customer_0271,24,Female,15,71.75,1076.25,20,53.81,2,61,4,0
Customer_0272,69,Male,16,496.87,7949.92,32,248.44,3,148,3,1
Customer_0273,58,Female,54,607.38,32798.52,29,1130.98,5,138,0,1
Customer_0274,50,Female,22,610.1,13422.2,23,583.57,1,87,7,0
Customer_0275,57,Female,28,42.47,1189.16,43,27.65,2,105,2,0
Customer_0276,56,Male,20,335.67,6713.4,21,319.69,3,34,5,1
Customer_0277,35,Male,33,643.76,21244.08,58,366.28,3,124,1,0
Customer_0278,57,Female,10,166.02,1660.2,15,110.68,3,110,1,1
Customer_0279,18,Male,40,701.51,28060.4,49,572.66,0,176,1,1
Customer_0280,28,Male,32,751.01,24032.32,77,312.11,3,33,3,0
Customer_0281,45,Male,50,982.33,49116.5,88,558.14,3,98,3,0
Customer_0282,42,Female,60,225.65,13539.0,46,294.33,2,61,1,0
Customer_0283,67,Female,33,828.63,27344.79,53,515.94,4,10,3,0
Customer_0284,40,Male,2,529.89,1059.78,4,264.94,2,84,3,0
Customer_0285,48,Female,33,385.99,12737.67,63,202.19,1,65,7,0
Customer_0286,47,Male,33,139.93,4617.69,28,164.92,0,77,4,0
Customer_0287,59,Male,41,740.8,30372.8,100,303.73,2,1,3,0
Customer_0288,52,Male,13,251.14,3264.82,18,181.38,0,133,3,0
Customer_0289,24,Male,30,383.99,11519.7,25,460.79,3,80,1,0
Customer_0290,33,Female,33,81.29,2682.57,28,95.81,1,15,5,0
Customer_0291,43,Female,13,805.34,10469.42,9,1163.27,0,28,2,0
Customer_0292,65,Female,52,771.26,40105.52,110,364.6,2,23,2,0
Customer_0293,69,Male,26,738.94,19212.44,19,1011.18,0,109,2,0
Customer_0294,66,Male,22,313.45,6895.9,17,405.64,1,107,5,0
Customer_0295,19,Male,39,190.01,7410.39,86,86.17,1,145,2,1
Customer_0296,18,Female,2,644.8,1289.6,2,644.8,2,113,1,1
Customer_0297,65,Male,38,506.24,19237.12,21,916.05,1,98,7,0
Customer_0298,29,Female,39,194.69,7592.91,24,316.37,0,141,6,1
Customer_0299,22,Female,26,692.19,17996.94,20,899.85,1,142,2,1
Customer_0300,54,Female,46,991.3,45599.8,43,1060.46,0,139,2,0
Customer_0301,49,Female,58,752.28,43632.24,106,411.62,2,28,3,0
Customer_0302,26,Female,50,745.19,37259.5,41,908.77,2,42,4,0
Customer_0303,58,Female,15,951.31,14269.65,11,1297.24,1,99,2,0
Customer_0304,52,Male,34,218.88,7441.92,69,107.85,2,61,2,0
Customer_0305,36,Male,42,574.24,24118.08,77,313.22,3,123,2,1
Customer_0306,65,Female,55,980.05,53902.75,75,718.7,1,64,4,0
Customer_0307,33,Female,44,181.99,8007.56,70,114.39,2,31,5,0
Customer_0308,20,Male,49,706.25,34606.25,55,629.2,3,81,3,0
Customer_0309,37,Female,40,594.09,23763.6,59,402.77,2,10,3,0
Customer_0310,41,Female,11,594.75,6542.25,17,384.84,3,8,2,0
Customer_0311,50,Male,3,703.72,2111.16,4,527.79,2,149,5,1
Customer_0312,41,Female,59,931.02,54930.18,136,403.9,2,59,2,0
Customer_0313,69,Female,6,786.93,4721.58,3,1573.86,1,178,3,1
Customer_0314,28,Female,9,75.01,675.09,19,35.53,6,30,3,0
Customer_0315,66,Male,6,855.67,5134.02,4,1283.51,2,145,2,1
Customer_0316,25,Male,9,241.03,2169.27,19,114.17,2,20,1,0
Customer_0317,53,Male,39,389.38,15185.82,68,223.32,1,48,1,0
Customer_0318,55,Female,31,472.5,14647.5,68,215.4,1,130,4,1
Customer_0319,57,Female,32,491.29,15721.28,22,714.6,1,37,1,0
Customer_0320,37,Male,41,446.48,18305.68,66,277.36,2,129,3,1
Customer_0321,52,Female,50,938.61,46930.5,75,625.74,5,132,2,1
Customer_0322,65,Female,12,711.9,8542.8,23,371.43,2,100,1,1
Customer_0323,42,Female,8,638.55,5108.4,13,392.95,1,54,6,1
Customer_0324,52,Female,8,68.85,550.8,13,42.37,1,122,2,1
Customer_0325,42,Female,50,905.84,45292.0,68,666.06,2,25,4,0
Customer_0326,46,Male,28,911.2,25513.6,31,823.02,3,131,4,1
Customer_0327,35,Female,20,784.61,15692.2,29,541.11,1,9,7,0
Customer_0328,63,Male,47,26.89,1263.83,35,36.11,2,34,2,0
Customer_0329,35,Female,59,76.13,4491.67,143,31.41,5,43,8,0
Customer_0330,19,Male,7,240.72,1685.04,14,120.36,1,74,3,1
Customer_0331,52,Female,11,148.72,1635.92,26,62.92,2,94,4,0
Customer_0332,33,Male,20,410.86,8217.2,19,432.48,4,22,4,0
Customer_0333,58,Female,16,924.17,14786.72,36,410.74,4,70,5,1
Customer_0334,53,Male,4,482.62,1930.48,8,241.31,3,130,1,1
Customer_0335,50,Female,6,33.13,198.78,11,18.07,2,94,3,1
Customer_0336,21,Male,58,297.09,17231.22,102,168.93,2,32,2,0
Customer_0337,50,Female,22,63.7,1401.4,25,56.06,1,106,1,0
Customer_0338,31,Male,26,55.56,1444.56,55,26.26,1,144,2,0
Customer_0339,38,Male,3,290.21,870.63,5,174.13,1,1,3,0
Customer_0340,65,Female,41,290.1,11894.1,26,457.47,3,72,7,0
Customer_0341,37,Female,60,791.38,47482.8,68,698.28,4,176,4,1
Customer_0342,25,Male,42,975.34,40964.28,100,409.64,0,50,1,0
Customer_0343,24,Female,14,383.78,5372.92,31,173.32,3,141,1,1
Customer_0344,20,Male,11,440.31,4843.41,27,179.39,3,15,1,0
Customer_0345,34,Male,18,847.89,15262.02,32,476.94,2,53,4,0
Customer_0346,50,Male,54,282.78,15270.12,54,282.78,3,172,6,0
Customer_0347,65,Female,12,173.25,2079.0,10,207.9,5,8,6,0
Customer_0348,29,Male,23,856.03,19688.69,20,984.43,3,74,0,1
Customer_0349,68,Male,12,65.57,786.84,6,131.14,1,46,8,0
Customer_0350,39,Female,13,627.31,8155.03,17,479.71,2,69,3,1
Customer_0351,39,Female,25,570.75,14268.75,22,648.58,0,114,4,1
Customer_0352,63,Female,45,359.0,16155.0,60,269.25,2,147,2,1
Customer_0353,47,Female,51,328.89,16773.39,121,138.62,3,166,2,0
Customer_0354,55,Male,58,776.42,45032.36,79,570.03,4,123,2,1
Customer_0355,55,Male,19,104.7,1989.3,43,46.26,0,139,0,1
Customer_0356,62,Male,55,252.05,13862.75,94,147.48,1,117,6,0
Customer_0357,68,Male,46,737.8,33938.8,46,737.8,1,43,4,0
Customer_0358,25,Female,36,557.35,20064.6,44,456.01,1,20,3,0
Customer_0359,44,Male,45,145.43,6544.35,30,218.14,0,148,3,0
Customer_0360,44,Male,8,884.49,7075.92,9,786.21,1,21,1,1
Customer_0361,51,Female,29,405.58,11761.82,54,217.81,2,82,5,0
Customer_0362,38,Male,55,831.31,45722.05,35,1306.34,3,57,3,0
Customer_0363,47,Male,53,791.96,41973.88,48,874.46,4,178,4,1
Customer_0364,50,Male,55,631.94,34756.7,69,503.72,1,74,2,0
Customer_0365,45,Male,32,504.59,16146.88,79,204.39,4,98,0,0
Customer_0366,64,Male,51,979.96,49977.96,106,471.49,1,154,1,0
Customer_0367,50,Male,44,162.07,7131.08,87,81.97,2,158,1,0
Customer_0368,22,Female,18,730.65,13151.7,13,1011.67,1,110,4,1
Customer_0369,65,Female,6,207.37,1244.22,12,103.68,2,115,0,0
Customer_0370,36,Male,18,351.5,6327.0,37,171.0,5,159,2,1
Customer_0371,21,Male,19,322.52,6127.88,32,191.5,2,42,3,0
Customer_0372,52,Female,22,948.1,20858.2,55,379.24,0,68,3,0
Customer_0373,66,Male,37,968.01,35816.37,43,832.94,2,70,3,0
