Customer_ID,Age,Gender,Tenure_Months,Monthly_Spend,Total_Spend,Num_Orders,Avg_Order_Value,Support_Calls,Last_Purchase_Days,Discount_Usage,Churn,Churn_Probability,Risk_Level
Customer_0943,35,Female,8,205.26,1642.08,12,136.84,2,155,5,1,0.96,High Risk
Customer_0626,52,Male,48,483.51,23208.48,25,928.34,5,141,2,1,0.955,High Risk
Customer_0233,54,Male,22,747.5,16445.0,34,483.68,0,162,2,1,0.955,High Risk
Customer_0681,24,Male,2,334.66,669.32,4,167.33,3,144,6,1,0.955,High Risk
Customer_0334,53,Male,4,482.62,1930.48,8,241.31,3,130,1,1,0.955,High Risk
Customer_0395,50,Female,20,864.75,17295.0,34,508.68,1,159,2,1,0.95,High Risk
Customer_0418,26,Female,39,566.82,22105.98,36,614.05,3,156,4,1,0.95,High Risk
Customer_0811,66,Male,24,607.14,14571.36,20,728.57,1,180,2,1,0.95,High Risk
Customer_0603,53,Female,8,949.15,7593.2,18,421.84,1,165,1,1,0.95,High Risk
Customer_0470,69,Female,1,693.12,693.12,1,693.12,0,172,4,1,0.95,High Risk
Customer_0752,58,Male,2,977.9,1955.8,4,488.95,0,158,0,1,0.95,High Risk
Customer_0425,52,Male,3,384.49,1153.47,5,230.69,3,138,5,1,0.95,High Risk
Customer_0343,24,Female,14,383.78,5372.92,31,173.32,3,141,1,1,0.95,High Risk
Customer_0730,45,Female,21,182.32,3828.72,19,201.51,2,172,6,1,0.945,High Risk
Customer_0574,46,Male,21,353.6,7425.6,25,297.02,5,150,2,1,0.945,High Risk
Customer_0003,46,Male,40,575.24,23009.6,23,1000.42,3,172,3,1,0.945,High Risk
Customer_0144,20,Female,13,943.47,12265.11,32,383.28,1,160,4,1,0.945,High Risk
Customer_0101,62,Female,27,166.25,4488.75,26,172.64,2,149,3,1,0.945,High Risk
Customer_0767,55,Female,7,484.53,3391.71,9,376.86,3,109,4,1,0.94,High Risk
Customer_0554,49,Male,39,635.67,24791.13,53,467.76,2,150,3,1,0.94,High Risk
Customer_0321,52,Female,50,938.61,46930.5,75,625.74,5,132,2,1,0.935,High Risk
Customer_0242,23,Male,17,836.03,14212.51,11,1292.05,2,169,0,1,0.935,High Risk
Customer_0446,49,Male,5,899.24,4496.2,12,374.68,1,170,5,0,0.935,High Risk
Customer_0609,66,Female,19,249.5,4740.5,43,110.24,2,154,4,1,0.935,High Risk
Customer_0250,69,Male,31,512.01,15872.31,19,835.38,4,154,1,1,0.935,High Risk
Customer_0040,69,Female,5,602.4,3012.0,11,273.82,2,166,0,1,0.935,High Risk
Customer_0575,30,Female,1,989.25,989.25,2,494.62,2,131,1,1,0.93,High Risk
Customer_0927,25,Female,13,473.91,6160.83,30,205.36,4,124,1,1,0.93,High Risk
Customer_0608,52,Male,1,149.06,149.06,2,74.53,3,167,6,1,0.93,High Risk
Customer_0087,40,Female,34,687.36,23370.24,53,440.95,3,154,5,1,0.93,High Risk
Customer_0977,32,Female,14,682.59,9556.26,24,398.18,3,122,1,1,0.93,High Risk
Customer_0176,68,Female,5,128.59,642.95,8,80.37,3,146,2,1,0.93,High Risk
Customer_0813,38,Male,36,469.3,16894.8,51,331.27,1,156,3,1,0.93,High Risk
Customer_0644,24,Female,13,820.35,10664.55,25,426.58,2,146,6,1,0.93,High Risk
Customer_0466,21,Male,2,997.14,1994.28,2,997.14,2,180,6,1,0.925,High Risk
Customer_0674,64,Female,26,804.35,20913.1,21,995.86,4,144,3,1,0.925,High Risk
Customer_0528,38,Male,29,900.87,26125.23,63,414.69,5,177,3,1,0.925,High Risk
Customer_0863,67,Male,24,346.74,8321.76,33,252.17,1,177,4,1,0.925,High Risk
Customer_0627,58,Female,13,630.07,8190.91,14,585.06,0,168,1,1,0.925,High Risk
Customer_0228,66,Male,9,292.34,2631.06,5,526.21,2,151,3,1,0.925,High Risk
Customer_0673,35,Male,38,671.99,25535.62,49,521.14,1,178,5,1,0.925,High Risk
Customer_0454,69,Female,56,326.9,18306.4,34,538.42,6,145,1,1,0.92,High Risk
Customer_0460,50,Male,6,333.27,1999.62,14,142.83,2,139,2,1,0.92,High Risk
Customer_0658,53,Male,12,884.61,10615.32,8,1326.92,4,116,2,1,0.92,High Risk
Customer_0606,26,Female,4,646.81,2587.24,9,287.47,4,122,5,1,0.92,High Risk
Customer_0296,18,Female,2,644.8,1289.6,2,644.8,2,113,1,1,0.92,High Risk
Customer_0773,53,Female,36,168.55,6067.8,28,216.71,1,161,3,1,0.92,High Risk
Customer_0963,64,Male,20,937.59,18751.8,34,551.52,3,141,2,1,0.915,High Risk
Customer_0959,62,Female,1,909.06,909.06,1,909.06,0,164,1,1,0.915,High Risk
Customer_0846,18,Female,14,647.39,9063.46,33,274.65,2,156,1,1,0.915,High Risk
Customer_0126,29,Male,11,891.6,9807.6,20,490.38,1,179,7,1,0.915,High Risk
Customer_0416,57,Male,36,568.98,20483.28,50,409.67,2,168,4,1,0.915,High Risk
Customer_0858,25,Female,39,874.61,34109.79,33,1033.63,3,153,0,1,0.915,High Risk
Customer_0247,55,Female,18,761.14,13700.52,9,1522.28,0,164,6,1,0.915,High Risk
Customer_0389,52,Male,49,849.98,41649.02,75,555.32,5,128,4,1,0.915,High Risk
Customer_0223,20,Female,7,177.63,1243.41,8,155.43,1,150,10,1,0.915,High Risk
Customer_0326,46,Male,28,911.2,25513.6,31,823.02,3,131,4,1,0.915,High Risk
Customer_0273,58,Female,54,607.38,32798.52,29,1130.98,5,138,0,1,0.91,High Risk
Customer_0020,41,Male,19,581.58,11050.02,36,306.94,5,155,2,1,0.91,High Risk
Customer_0264,53,Female,24,414.28,9942.72,60,165.71,2,167,6,1,0.91,High Risk
Customer_0641,36,Female,6,408.86,2453.16,4,613.29,3,109,6,1,0.905,High Risk
Customer_0341,37,Female,60,791.38,47482.8,68,698.28,4,176,4,1,0.905,High Risk
Customer_0411,44,Male,34,143.73,4886.82,53,92.2,7,160,5,1,0.9,High Risk
Customer_0390,50,Male,30,440.06,13201.8,59,223.76,3,154,2,1,0.9,High Risk
Customer_0459,54,Female,39,744.94,29052.66,26,1117.41,1,165,2,1,0.9,High Risk
Customer_0279,18,Male,40,701.51,28060.4,49,572.66,0,176,1,1,0.9,High Risk
Customer_0686,26,Male,26,890.28,23147.28,44,526.07,0,152,1,1,0.9,High Risk
Customer_0793,52,Male,9,591.32,5321.88,21,253.42,3,137,1,1,0.9,High Risk
Customer_0363,47,Male,53,791.96,41973.88,48,874.46,4,178,4,1,0.895,High Risk
Customer_0159,56,Male,11,30.22,332.42,18,18.47,2,91,4,1,0.895,High Risk
Customer_0386,66,Male,33,557.86,18409.38,51,360.97,1,153,2,1,0.895,High Risk
Customer_0751,64,Female,18,243.92,4390.56,41,107.09,2,156,7,1,0.89,High Risk
Customer_0821,51,Female,10,970.22,9702.2,18,539.01,3,134,3,1,0.89,High Risk
Customer_0954,63,Male,5,830.18,4150.9,6,691.82,1,110,4,1,0.89,High Risk
Customer_0640,58,Female,19,234.14,4448.66,45,98.86,2,148,2,1,0.89,High Risk
Customer_0488,40,Male,12,882.23,10586.76,16,661.67,4,48,8,1,0.89,High Risk
Customer_0147,43,Male,15,423.89,6358.35,31,205.11,0,160,2,1,0.89,High Risk
Customer_0563,68,Female,20,575.83,11516.6,39,295.3,5,87,3,1,0.885,High Risk
Customer_0529,56,Male,1,657.75,657.75,1,657.75,2,63,1,1,0.88,High Risk
Customer_0253,39,Male,11,650.5,7155.5,22,325.25,3,85,4,1,0.88,High Risk
Customer_0503,22,Male,43,846.86,36414.98,62,587.34,6,126,5,1,0.88,High Risk
Customer_0222,19,Female,14,445.12,6231.68,17,366.57,2,105,2,1,0.88,High Risk
Customer_0900,68,Female,38,488.69,18570.22,73,254.39,5,169,2,1,0.875,High Risk
Customer_0320,37,Male,41,446.48,18305.68,66,277.36,2,129,3,1,0.875,High Risk
Customer_0548,33,Male,43,829.52,35669.36,47,758.92,3,157,1,1,0.875,High Risk
Customer_0868,47,Female,26,216.64,5632.64,13,433.28,1,146,3,1,0.875,High Risk
Customer_0115,52,Male,14,812.71,11377.94,23,494.69,4,36,8,1,0.875,High Risk
Customer_0945,59,Female,3,720.74,2162.22,7,308.89,4,91,2,1,0.87,High Risk
Customer_0650,64,Male,1,49.07,49.07,1,49.07,1,149,0,1,0.87,High Risk
Customer_0154,43,Female,2,900.92,1801.84,4,450.46,2,130,3,1,0.87,High Risk
Customer_0467,23,Male,35,980.19,34306.65,41,836.75,3,136,3,1,0.87,High Risk
Customer_0636,36,Male,38,847.05,32187.9,53,607.32,2,128,4,1,0.87,High Risk
Customer_0045,38,Female,51,20.33,1036.83,44,23.56,5,139,0,1,0.87,High Risk
Customer_0873,40,Male,45,354.95,15972.75,24,665.53,2,165,1,1,0.865,High Risk
Customer_0972,18,Female,16,269.15,4306.4,14,307.6,5,175,2,1,0.865,High Risk
Customer_0189,28,Male,12,678.03,8136.36,26,312.94,1,125,3,1,0.86,High Risk
Customer_0157,68,Female,20,976.47,19529.4,41,476.33,5,120,7,1,0.86,High Risk
Customer_0140,52,Female,29,399.84,11595.36,35,331.3,2,142,2,1,0.86,High Risk
Customer_0173,30,Male,6,624.17,3745.02,15,249.67,2,137,2,1,0.855,High Risk
Customer_0691,46,Female,28,171.24,4794.72,55,87.18,1,162,2,1,0.855,High Risk
Customer_0526,43,Female,20,811.25,16225.0,13,1248.08,3,78,5,1,0.85,High Risk
Customer_0485,43,Male,10,327.78,3277.8,22,148.99,3,76,5,1,0.85,High Risk
Customer_0481,36,Female,3,764.39,2293.17,6,382.2,0,139,2,1,0.85,High Risk
Customer_0034,45,Male,42,488.67,20524.14,54,380.08,2,176,3,1,0.85,High Risk
Customer_0103,42,Male,12,867.37,10408.44,16,650.53,5,68,1,1,0.85,High Risk
Customer_0478,67,Male,31,310.56,9627.36,63,152.82,0,180,2,1,0.85,High Risk
Customer_0054,43,Male,39,759.17,29607.63,71,417.01,2,152,6,1,0.85,High Risk
Customer_0680,55,Male,10,416.15,4161.5,16,260.09,3,89,1,1,0.845,High Risk
Customer_0381,52,Female,51,980.91,50026.41,125,400.21,4,179,3,1,0.845,High Risk
Customer_0903,46,Male,3,673.52,2020.56,3,673.52,2,69,2,1,0.845,High Risk
Customer_0135,57,Female,23,665.85,15314.55,21,729.26,1,156,0,1,0.845,High Risk
Customer_0424,43,Female,12,802.38,9628.56,7,1375.51,0,126,2,1,0.845,High Risk
Customer_0509,33,Female,49,23.74,1163.26,65,17.9,3,143,3,1,0.845,High Risk
Customer_0004,32,Female,45,403.22,18144.9,58,312.84,3,171,3,1,0.84,High Risk
Customer_0137,44,Male,34,123.26,4190.84,18,232.82,0,171,5,1,0.84,High Risk
Customer_0757,18,Female,25,927.12,23178.0,13,1782.92,4,52,3,1,0.84,High Risk
Customer_0413,19,Male,2,178.39,356.78,1,356.78,5,41,2,1,0.835,High Risk
Customer_0635,30,Male,34,836.65,28446.1,84,338.64,1,164,3,1,0.835,High Risk
Customer_0414,43,Male,15,270.38,4055.7,13,311.98,3,112,5,1,0.835,High Risk
Customer_0104,24,Male,22,258.61,5689.42,24,237.06,3,127,2,1,0.835,High Risk
Customer_0163,21,Female,44,960.63,42267.72,38,1112.31,6,110,4,1,0.835,High Risk
Customer_0909,37,Female,6,280.84,1685.04,4,421.26,1,110,4,1,0.835,High Risk
Customer_0335,50,Female,6,33.13,198.78,11,18.07,2,94,3,1,0.835,High Risk
Customer_0092,35,Female,37,636.71,23558.27,89,264.7,4,133,2,1,0.83,High Risk
Customer_0435,25,Male,36,290.91,10472.76,66,158.68,2,169,6,1,0.83,High Risk
Customer_0962,43,Male,21,389.77,8185.17,32,255.79,7,21,4,1,0.83,High Risk
Customer_0298,29,Female,39,194.69,7592.91,24,316.37,0,141,6,1,0.83,High Risk
Customer_0714,43,Female,45,551.68,24825.6,64,387.9,2,124,1,1,0.83,High Risk
Customer_0994,40,Male,23,561.03,12903.69,14,921.69,1,154,6,1,0.83,High Risk
Customer_0177,39,Female,3,606.56,1819.68,4,454.92,1,106,6,1,0.83,High Risk
Customer_0050,42,Male,32,573.15,18340.8,30,611.36,0,141,1,1,0.83,High Risk
Customer_0634,39,Female,4,68.51,274.04,6,45.67,1,152,2,1,0.83,High Risk
Customer_0491,18,Male,1,130.68,130.68,2,65.34,3,106,0,1,0.83,High Risk
Customer_0257,50,Female,60,669.78,40186.8,103,390.16,6,170,3,1,0.83,High Risk
Customer_0965,64,Male,22,133.7,2941.4,38,77.41,5,139,2,1,0.825,High Risk
Customer_0333,58,Female,16,924.17,14786.72,36,410.74,4,70,5,1,0.825,High Risk
Customer_0662,62,Male,21,310.79,6526.59,34,191.96,6,1,3,1,0.825,High Risk
Customer_0786,37,Male,13,193.63,2517.19,31,81.2,6,32,6,1,0.825,High Risk
Customer_0618,40,Male,28,893.65,25022.2,44,568.69,4,51,1,1,0.825,High Risk
Customer_0080,53,Female,6,399.34,2396.04,12,199.67,3,116,1,1,0.82,High Risk
Customer_0198,58,Male,25,566.66,14166.5,20,708.32,6,82,3,1,0.82,High Risk
Customer_0417,50,Male,6,755.71,4534.26,10,453.43,1,122,4,1,0.82,High Risk
Customer_0305,36,Male,42,574.24,24118.08,77,313.22,3,123,2,1,0.82,High Risk
Customer_0990,68,Female,1,775.37,775.37,2,387.68,3,65,4,1,0.82,High Risk
Customer_0156,30,Male,14,243.29,3406.06,30,113.54,0,158,2,1,0.82,High Risk
Customer_0354,55,Male,58,776.42,45032.36,79,570.03,4,123,2,1,0.815,High Risk
Customer_0368,22,Female,18,730.65,13151.7,13,1011.67,1,110,4,1,0.815,High Risk
Customer_0278,57,Female,10,166.02,1660.2,15,110.68,3,110,1,1,0.815,High Risk
Customer_0348,29,Male,23,856.03,19688.69,20,984.43,3,74,0,1,0.815,High Risk
Customer_0623,30,Male,33,254.08,8384.64,17,493.21,3,146,0,1,0.815,High Risk
Customer_0517,64,Male,6,869.06,5214.36,13,401.1,0,112,1,1,0.815,High Risk
Customer_0867,22,Female,4,990.74,3962.96,3,1320.99,2,89,3,1,0.815,High Risk
Customer_0933,49,Male,16,918.46,14695.36,36,408.2,1,131,2,1,0.81,High Risk
Customer_0653,52,Female,7,461.59,3231.13,15,215.41,3,64,5,1,0.81,High Risk
Customer_0763,27,Male,10,147.45,1474.5,15,98.3,3,106,4,1,0.81,High Risk
Customer_0433,37,Male,26,369.54,9608.04,51,188.39,1,163,4,1,0.81,High Risk
Customer_0926,33,Female,5,535.75,2678.75,8,334.84,1,103,1,1,0.805,High Risk
Customer_0769,41,Male,49,994.96,48753.04,31,1572.68,1,168,2,1,0.805,High Risk
Customer_0315,66,Male,6,855.67,5134.02,4,1283.51,2,145,2,1,0.805,High Risk
Customer_0723,45,Male,15,891.86,13377.9,20,668.9,3,73,6,1,0.805,High Risk
Customer_0193,50,Male,16,553.14,8850.24,9,983.36,0,125,2,1,0.805,High Risk
Customer_0007,38,Male,51,548.94,27995.94,101,277.19,4,177,3,1,0.8,High Risk
Customer_0051,31,Male,43,207.95,8941.85,77,116.13,1,146,2,1,0.8,High Risk
Customer_0722,37,Male,60,116.9,7014.0,62,113.13,3,155,3,1,0.8,High Risk
Customer_0671,60,Female,35,874.17,30595.95,64,478.06,2,118,2,1,0.8,High Risk
Customer_0387,63,Male,7,620.64,4344.48,5,868.9,1,104,5,1,0.8,High Risk
Customer_0440,68,Male,44,529.79,23310.76,29,803.82,2,162,9,1,0.8,High Risk
Customer_0968,65,Male,39,931.57,36331.23,49,741.45,2,118,1,1,0.8,High Risk
Customer_0139,18,Female,34,518.41,17625.94,67,263.07,2,138,2,1,0.795,High Risk
Customer_0806,50,Male,26,855.51,22243.26,37,601.17,3,96,1,1,0.795,High Risk
Customer_0795,35,Female,9,167.51,1507.59,5,301.52,2,131,2,1,0.795,High Risk
Customer_0185,61,Female,35,682.46,23886.1,87,274.55,2,129,0,1,0.795,High Risk
Customer_0893,69,Female,60,25.97,1558.2,67,23.26,0,180,4,1,0.795,High Risk
Customer_0434,18,Female,8,762.33,6098.64,7,871.23,2,75,5,1,0.795,High Risk
Customer_0685,59,Female,21,653.52,13723.92,27,508.29,5,14,6,1,0.795,High Risk
Customer_0625,42,Female,25,461.46,11536.5,45,256.37,2,137,4,1,0.795,High Risk
Customer_0725,58,Female,36,382.65,13775.4,77,178.9,1,128,2,1,0.79,High Risk
Customer_0816,39,Male,10,558.34,5583.4,18,310.19,1,78,4,1,0.79,High Risk
Customer_0798,64,Male,24,786.74,18881.76,15,1258.78,3,64,3,1,0.79,High Risk
Customer_0028,39,Female,41,832.75,34142.75,48,711.31,4,88,2,1,0.79,High Risk
Customer_0127,51,Female,33,461.61,15233.13,49,310.88,0,163,3,0,0.785,High Risk
Customer_0819,30,Female,19,477.45,9071.55,32,283.49,1,126,1,1,0.78,High Risk
Customer_0318,55,Female,31,472.5,14647.5,68,215.4,1,130,4,1,0.78,High Risk
Customer_0809,49,Male,4,149.72,598.88,7,85.55,2,97,4,1,0.78,High Risk
Customer_0170,60,Female,37,496.3,18363.1,19,966.48,4,124,3,1,0.775,High Risk
Customer_0831,48,Male,33,452.4,14929.2,33,452.4,2,123,3,1,0.775,High Risk
Customer_0746,53,Female,8,588.62,4708.96,11,428.09,4,58,4,1,0.77,High Risk
Customer_0871,65,Female,32,22.27,712.64,56,12.73,1,131,2,1,0.77,High Risk
Customer_0447,40,Female,38,185.48,7048.24,36,195.78,2,128,3,1,0.77,High Risk
Customer_0236,18,Female,53,694.13,36788.89,57,645.42,3,125,1,1,0.77,High Risk
Customer_0313,69,Female,6,786.93,4721.58,3,1573.86,1,178,3,1,0.765,High Risk
Customer_0973,25,Female,12,878.0,10536.0,13,810.46,2,91,3,1,0.765,High Risk
Customer_0330,19,Male,7,240.72,1685.04,14,120.36,1,74,3,1,0.76,High Risk
Customer_0735,23,Female,14,352.97,4941.58,10,494.16,4,70,1,1,0.76,High Risk
Customer_0276,56,Male,20,335.67,6713.4,21,319.69,3,34,5,1,0.76,High Risk
Customer_0203,44,Female,15,283.94,4259.1,24,177.46,0,132,4,1,0.76,High Risk
Customer_0133,52,Female,11,57.26,629.86,26,24.23,5,39,3,1,0.76,High Risk
Customer_0492,18,Male,5,105.44,527.2,7,75.31,3,77,3,1,0.755,High Risk
Customer_0194,18,Female,27,643.35,17370.45,59,294.41,3,161,3,1,0.755,High Risk
Customer_0738,49,Male,53,26.58,1408.74,101,13.95,0,172,6,1,0.755,High Risk
Customer_0451,39,Male,60,376.42,22585.2,54,418.24,0,136,6,1,0.755,High Risk
Customer_0701,34,Male,15,459.88,6898.2,23,299.92,2,106,2,1,0.75,High Risk
Customer_0545,22,Female,50,144.9,7245.0,71,102.04,0,174,2,1,0.75,High Risk
Customer_0323,42,Female,8,638.55,5108.4,13,392.95,1,54,6,1,0.75,High Risk
Customer_0322,65,Female,12,711.9,8542.8,23,371.43,2,100,1,1,0.75,High Risk
Customer_0482,34,Male,54,988.3,53368.2,63,847.11,1,125,5,1,0.75,High Risk
Customer_0916,60,Female,35,230.34,8061.9,50,161.24,3,92,4,1,0.75,High Risk
Customer_0480,47,Female,10,128.53,1285.3,9,142.81,5,68,3,1,0.75,High Risk
Customer_0897,32,Female,32,130.67,4181.44,44,95.03,5,40,4,1,0.745,High Risk
Customer_0445,19,Female,37,375.84,13906.08,51,272.67,2,104,1,1,0.745,High Risk
Customer_0507,29,Female,12,124.22,1490.64,23,64.81,1,112,3,1,0.745,High Risk
Customer_0094,41,Female,22,83.32,1833.04,43,42.63,4,65,3,1,0.74,High Risk
Customer_0388,48,Female,12,241.62,2899.44,21,138.07,1,75,5,1,0.74,High Risk
Customer_0277,35,Male,33,643.76,21244.08,58,366.28,3,124,1,0,0.74,High Risk
Customer_0829,34,Male,44,532.0,23408.0,103,227.26,1,179,3,1,0.74,High Risk
Customer_0377,47,Male,59,429.63,25348.17,83,305.4,5,112,4,1,0.74,High Risk
Customer_0726,56,Male,11,46.87,515.57,19,27.14,3,28,1,1,0.74,High Risk
Customer_0350,39,Female,13,627.31,8155.03,17,479.71,2,69,3,1,0.74,High Risk
Customer_0351,39,Female,25,570.75,14268.75,22,648.58,0,114,4,1,0.735,High Risk
Customer_0072,59,Male,40,729.83,29193.2,99,294.88,2,166,4,1,0.735,High Risk
Customer_0562,50,Male,38,65.2,2477.6,50,49.55,4,57,6,1,0.735,High Risk
Customer_0295,19,Male,39,190.01,7410.39,86,86.17,1,145,2,1,0.735,High Risk
Customer_0646,31,Female,23,821.84,18902.32,44,429.6,2,63,2,1,0.73,High Risk
Customer_0782,44,Female,45,841.78,37880.1,62,610.97,5,70,0,1,0.73,High Risk
Customer_0055,19,Male,31,627.11,19440.41,49,396.74,0,128,3,1,0.725,High Risk
Customer_0084,32,Female,10,430.21,4302.1,11,391.1,3,104,3,0,0.725,High Risk
Customer_0879,28,Male,36,813.0,29268.0,30,975.6,4,83,2,1,0.72,High Risk
Customer_0512,39,Female,44,662.18,29135.92,67,434.86,4,145,4,1,0.72,High Risk
Customer_0406,49,Male,32,874.69,27990.08,40,699.75,3,77,2,1,0.72,High Risk
Customer_0991,24,Female,11,22.82,251.02,16,15.69,2,33,5,1,0.72,High Risk
Customer_0914,19,Male,38,234.89,8925.82,20,446.29,1,90,2,1,0.72,High Risk
Customer_0089,38,Female,60,626.57,37594.2,50,751.88,3,166,2,1,0.72,High Risk
Customer_0224,66,Male,17,566.88,9636.96,38,253.6,3,64,4,1,0.72,High Risk
Customer_0118,22,Male,12,931.71,11180.52,28,399.3,3,55,3,1,0.715,High Risk
Customer_0230,19,Female,48,882.22,42346.56,98,432.11,4,105,0,1,0.715,High Risk
Customer_0476,33,Male,23,973.99,22401.77,57,393.01,3,48,2,1,0.715,High Risk
Customer_0514,31,Female,28,91.22,2554.16,67,38.12,5,158,4,1,0.71,High Risk
Customer_0719,30,Female,16,461.12,7377.92,13,567.53,4,15,3,1,0.71,High Risk
Customer_0980,31,Male,23,485.9,11175.7,39,286.56,2,32,3,1,0.71,High Risk
Customer_0128,50,Male,6,884.81,5308.86,8,663.61,2,43,1,1,0.71,High Risk
Customer_0854,49,Female,18,739.35,13308.3,20,665.42,1,61,4,1,0.71,High Risk
Customer_0824,18,Male,50,111.8,5590.0,34,164.41,3,98,3,1,0.71,High Risk
Customer_0979,39,Male,33,283.59,9358.47,68,137.62,5,36,3,1,0.7,High Risk
Customer_0207,68,Female,52,691.59,35962.68,41,877.14,4,88,3,1,0.7,High Risk
Customer_0214,41,Male,60,763.02,45781.2,137,334.17,2,138,1,1,0.7,High Risk
